     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
         4552 	        6.560 	         8.03 	        -0.38 	         5.20 	         0.03 	        -0.90 	         0.05 
         4553 	        6.576 	         8.56 	         1.21 	         4.45 	         0.25 	        -1.17 	        -0.16 
         4554 	        6.592 	         8.54 	        -0.48 	         5.51 	         0.33 	        -0.82 	        -0.06 
         4555 	        6.608 	         8.53 	         0.32 	         3.59 	         0.07 	        -0.65 	        -0.03 
         4556 	        6.624 	         6.92 	        -0.07 	         4.57 	         0.12 	        -0.38 	        -0.21 
         4557 	        6.640 	         9.01 	         0.36 	         6.28 	         0.16 	        -0.66 	        -0.08 
         4558 	        6.656 	         8.22 	         0.25 	         3.93 	         0.08 	        -0.70 	        -0.03 
         4559 	        6.672 	         8.42 	         0.49 	         4.01 	         0.03 	        -1.18 	        -0.09 
         4560 	        6.688 	         8.34 	         0.65 	         3.74 	        -0.00 	        -1.12 	         0.08 
         4561 	        6.704 	         7.12 	        -0.72 	         3.18 	         0.04 	        -1.04 	        -0.12 
         4562 	        6.720 	         8.84 	         0.51 	         4.29 	         0.22 	        -1.13 	        -0.20 
         4563 	        6.736 	         8.73 	         0.51 	         2.98 	         0.27 	        -0.71 	        -0.21 
         4564 	        6.752 	         7.49 	         0.50 	         4.78 	         0.34 	        -0.72 	        -0.06 
         4565 	        6.768 	         3.52 	        -6.90 	         9.14 	         0.17 	        -0.89 	        -0.08 
         4566 	        6.784 	         9.41 	         0.92 	         4.45 	         0.11 	        -1.05 	        -0.28 
         4567 	        6.800 	         9.29 	         0.71 	         3.57 	         0.10 	        -1.25 	        -0.26 
         4568 	        6.816 	         8.94 	         0.26 	         3.82 	         0.12 	        -1.25 	        -0.14 
         4569 	        6.832 	         7.22 	         1.45 	         3.68 	         0.17 	        -1.47 	        -0.24 
         4570 	        6.848 	        10.59 	         0.23 	         2.04 	         0.14 	        -0.86 	        -0.11 
         4571 	        6.864 	         9.48 	         0.75 	         3.58 	         0.29 	        -0.45 	        -0.11 
         4572 	        6.880 	         9.73 	         0.91 	         3.06 	         0.21 	        -0.84 	        -0.11 
         4573 	        6.896 	         9.21 	         0.34 	         2.07 	         0.10 	        -0.86 	        -0.20 
         4574 	        6.912 	         9.80 	         1.32 	         2.34 	         0.12 	        -0.58 	        -0.13 
         4575 	        6.928 	         9.58 	         0.80 	         2.43 	         0.07 	        -0.74 	        -0.20 
         4576 	        6.944 	         9.11 	         0.71 	         4.09 	         0.07 	        -0.94 	        -0.27 
         4577 	        6.960 	         7.75 	        -0.08 	         4.23 	         0.25 	        -0.92 	         0.04 
         4578 	        6.976 	         9.49 	         0.92 	         1.28 	         0.15 	        -0.91 	        -0.06 
         4579 	        6.992 	        10.07 	         1.02 	         0.50 	         0.08 	        -0.58 	        -0.08 
         4580 	        7.008 	         9.60 	         1.33 	         1.41 	         0.11 	        -0.22 	        -0.09 
         4581 	        7.024 	         9.55 	         0.38 	         1.29 	         0.10 	        -0.66 	        -0.07 
         4582 	        7.040 	         9.68 	         0.83 	         1.50 	         0.06 	        -0.75 	        -0.03 
         4583 	        7.056 	         7.76 	         0.02 	         2.24 	        -0.05 	        -0.79 	         0.20 
         4584 	        7.072 	         9.57 	         0.84 	         1.26 	        -0.02 	        -0.91 	        -0.07 
         4585 	        7.088 	         9.65 	         0.97 	         0.89 	         0.00 	        -0.75 	        -0.05 
         4586 	        7.104 	         9.74 	         0.93 	         0.86 	         0.03 	        -0.51 	        -0.03 
         4587 	        7.120 	         9.79 	         0.99 	         1.16 	         0.08 	        -0.86 	        -0.03 
         4588 	        7.136 	         9.71 	         0.97 	         1.00 	         0.12 	        -0.90 	        -0.03 
         4589 	        7.152 	         9.70 	         0.86 	         0.55 	         0.14 	        -0.48 	        -0.02 
         4590 	        7.168 	         9.76 	         0.84 	         1.14 	         0.09 	        -0.08 	         0.00 
         4591 	        7.184 	         9.64 	         0.92 	         0.50 	         0.01 	         0.57 	         0.04 
         4592 	        7.200 	         9.60 	         1.03 	         0.12 	         0.03 	         0.97 	         0.06 
         4593 	        7.216 	         9.68 	         0.95 	        -0.03 	         0.14 	         1.64 	         0.16 
         4594 	        7.232 	         9.55 	         0.75 	         0.61 	         0.11 	         2.34 	         0.21 
         4595 	        7.248 	         9.51 	         1.15 	         1.10 	         0.15 	         3.11 	         0.34 
         4596 	        7.264 	         9.84 	         0.72 	         4.21 	         0.12 	         3.25 	         0.39 
         4597 	        7.280 	         9.69 	         0.40 	         3.25 	        -0.12 	         2.73 	         0.36 
         4598 	        7.296 	         9.28 	         0.55 	         3.51 	        -0.20 	         2.88 	         0.44 
         4599 	        7.312 	         8.65 	         0.50 	         4.77 	        -0.27 	         2.88 	         0.42 
         4600 	        7.328 	         8.82 	         0.60 	         4.15 	        -0.41 	         2.99 	         0.32 
         4601 	        7.344 	         8.45 	         0.43 	         4.00 	        -0.35 	         3.12 	         0.36 
         4602 	        7.360 	         8.54 	         0.67 	         4.70 	        -0.30 	         3.32 	         0.32 
         4603 	        7.376 	         8.03 	         0.80 	         4.93 	        -0.33 	         3.11 	         0.39 
         4604 	        7.392 	         7.69 	        -0.04 	         6.26 	        -0.31 	         2.60 	         0.27 
         4605 	        7.408 	         7.21 	        -0.31 	         7.00 	        -0.31 	         2.44 	         0.24 
         4606 	        7.424 	         7.10 	        -0.05 	         7.14 	        -0.36 	         2.35 	         0.15 
         4607 	        7.440 	         7.12 	        -0.28 	         6.31 	        -0.47 	         2.50 	         0.04 
         4608 	        7.456 	         7.15 	         1.37 	         3.21 	        -0.41 	         3.28 	         0.11 
         4609 	        7.472 	         6.36 	         1.15 	         5.07 	        -0.07 	         4.65 	         0.14 
         4610 	        7.488 	         5.26 	        -0.10 	         9.01 	         0.09 	         3.99 	         0.14 
         4611 	        7.504 	         5.38 	        -0.56 	         8.82 	        -0.16 	         3.09 	         0.11 
         4612 	        7.520 	         4.56 	        -0.31 	         8.70 	        -0.12 	         2.73 	         0.10 
         4613 	        7.536 	         3.64 	        -1.86 	        14.10 	        -0.37 	         3.45 	        -0.07 
         4614 	        7.552 	         4.44 	         0.08 	         8.96 	        -0.42 	         2.36 	        -0.18 
         4615 	        7.568 	         5.07 	        -0.22 	         8.45 	        -0.31 	         2.76 	        -0.05 
         4616 	        7.584 	         2.38 	         0.04 	         6.76 	        -0.11 	         3.49 	         0.05 
         4617 	        7.600 	         4.03 	         0.64 	         7.17 	        -0.02 	         4.85 	         0.02 
         4618 	        7.616 	         0.51 	        -0.82 	        13.46 	        -0.02 	         4.23 	         0.06 
         4619 	        7.632 	         1.38 	        -0.72 	        10.74 	        -0.07 	         3.27 	        -0.01 
         4620 	        7.648 	         0.87 	        -0.37 	        10.34 	        -0.07 	         2.29 	        -0.14 
         4621 	        7.664 	         1.08 	        -0.43 	        10.01 	        -0.07 	         1.78 	        -0.19 
         4622 	        7.680 	        -0.22 	        -0.47 	        10.16 	        -0.01 	         1.81 	        -0.09 
         4623 	        7.696 	         0.70 	         0.52 	         9.60 	        -0.11 	         1.59 	        -0.21 
         4624 	        7.712 	        -0.15 	        -0.31 	        11.02 	        -0.01 	         2.24 	         0.01 
         4625 	        7.728 	        -0.44 	        -0.12 	        11.38 	        -0.01 	         1.31 	        -0.01 
         4626 	        7.744 	         0.64 	        -0.31 	        11.08 	         0.09 	         0.09 	        -0.06 
         4627 	        7.760 	        -0.95 	        -0.11 	         9.93 	        -0.02 	        -0.39 	         0.06 
         4628 	        7.776 	        -0.09 	        -0.09 	         8.99 	         0.06 	        -0.29 	         0.16 
         4629 	        7.792 	        -0.80 	        -0.35 	         9.66 	        -0.02 	         0.03 	         0.05 
         4630 	        7.808 	        -0.25 	        -0.83 	         9.53 	         0.10 	        -0.34 	         0.16 
         4631 	        7.824 	         2.98 	        -0.26 	        12.17 	         0.40 	        -0.99 	         0.11 
         4632 	        7.840 	        -2.33 	        -0.28 	         9.63 	         0.40 	        -0.94 	         0.16 
         4633 	        7.856 	         2.55 	        -0.13 	        11.56 	         0.54 	        -1.02 	         0.08 
         4634 	        7.872 	         0.58 	         0.01 	         7.84 	         0.29 	        -0.11 	        -0.01 
         4635 	        7.888 	         0.20 	         0.05 	         9.87 	         0.50 	        -0.19 	        -0.06 
         4636 	        7.904 	         0.11 	         0.09 	         9.69 	         0.54 	        -0.16 	        -0.06 
         4637 	        7.920 	         0.25 	         0.23 	        10.22 	         0.54 	        -0.07 	        -0.06 
         4638 	        7.936 	         0.26 	         0.21 	         9.67 	        -0.06 	         0.14 	        -0.02 
         4639 	        7.952 	         0.16 	         0.23 	         9.86 	        -0.04 	         0.08 	        -0.01 
         4640 	        7.968 	         0.12 	         0.23 	         9.77 	        -0.02 	         0.06 	        -0.00 
         4641 	        7.984 	         0.10 	         0.21 	         9.84 	        -0.02 	         0.02 	        -0.00 
         4642 	        8.000 	         0.12 	         0.17 	         9.79 	        -0.03 	         0.02 	         0.01 
         4643 	        8.016 	         0.16 	         0.19 	         9.86 	        -0.03 	         0.02 	         0.01 
         4644 	        8.032 	         0.14 	         0.15 	         9.99 	        -0.02 	         0.01 	         0.01 
         4645 	        8.048 	         0.13 	         0.21 	         9.84 	         0.00 	         0.02 	         0.00 
         4646 	        8.064 	         0.13 	         0.15 	         9.75 	         0.02 	         0.01 	         0.01 
         4647 	        8.080 	         0.11 	         0.18 	         9.88 	         0.02 	         0.00 	         0.01 
         4648 	        8.096 	         0.11 	         0.20 	         9.88 	         0.02 	        -0.02 	         0.01 
         4649 	        8.112 	         0.12 	         0.20 	         9.71 	         0.02 	        -0.05 	         0.00 
         4650 	        8.128 	         0.03 	         0.18 	         9.80 	         0.03 	        -0.06 	        -0.06 
         4651 	        8.144 	         0.35 	         0.25 	         9.82 	         0.05 	        -0.06 	        -0.05 
         4652 	        8.160 	         0.15 	         0.20 	        10.16 	        -0.21 	         0.02 	        -0.04 
         4653 	        8.176 	         0.34 	         0.20 	         9.93 	        -0.31 	         0.07 	        -0.05 
         4654 	        8.192 	        -0.05 	         0.04 	        10.28 	        -0.48 	         0.13 	        -0.06 
         4655 	        8.208 	         0.58 	         0.06 	        10.42 	        -0.69 	         0.10 	        -0.02 
         4656 	        8.224 	         0.33 	         0.29 	         9.45 	        -0.31 	        -0.88 	         0.25 
         4657 	        8.240 	         0.17 	         0.05 	         9.81 	        -0.50 	        -0.61 	         0.14 
         4658 	        8.256 	         0.20 	        -0.15 	         9.59 	        -0.79 	        -0.33 	        -0.16 
         4659 	        8.272 	         0.22 	        -0.36 	        11.25 	        -1.24 	         0.13 	        -0.23 
         4660 	        8.288 	        -0.61 	        -0.42 	         9.68 	        -1.50 	        -0.29 	        -0.44 
         4661 	        8.304 	         0.23 	        -2.31 	        10.92 	        -1.65 	        -0.33 	        -0.54 
         4662 	        8.320 	         0.83 	        -0.24 	         8.73 	        -1.77 	        -0.28 	        -0.48 
         4663 	        8.336 	         0.79 	        -2.21 	         9.40 	        -1.59 	        -0.17 	        -0.32 
         4664 	        8.352 	         0.20 	         0.79 	         9.24 	        -1.60 	        -0.25 	        -0.21 
         4665 	        8.368 	         0.81 	        -1.19 	        10.11 	        -1.76 	        -0.13 	        -0.23 
         4666 	        8.384 	         0.13 	        -2.95 	        10.15 	        -1.85 	         0.21 	        -0.31 
         4667 	        8.400 	         0.63 	        -2.27 	         9.51 	        -1.83 	         0.34 	        -0.36 
         4668 	        8.416 	         1.28 	        -2.05 	         8.90 	        -1.85 	         0.11 	        -0.27 
         4669 	        8.432 	         1.17 	        -1.83 	         7.76 	        -1.56 	         0.09 	        -0.19 
         4670 	        8.448 	         0.44 	        -3.10 	         9.11 	        -1.32 	         0.12 	        -0.21 
         4671 	        8.464 	         0.25 	        -3.21 	         9.18 	        -1.27 	         0.30 	        -0.24 
         4672 	        8.480 	         0.34 	        -3.27 	         9.10 	        -1.24 	         0.36 	        -0.27 
         4673 	        8.496 	         0.39 	        -3.91 	         9.17 	        -1.13 	         0.42 	        -0.30 
         4674 	        8.512 	         0.94 	        -4.67 	         8.46 	        -1.31 	         0.51 	        -0.54 
         4675 	        8.528 	         0.47 	        -3.55 	         8.55 	        -1.38 	         0.64 	        -0.30 
         4676 	        8.544 	         0.60 	        -3.96 	         7.89 	        -1.21 	         0.67 	        -0.22 
         4677 	        8.560 	         0.38 	        -4.29 	         8.03 	        -1.02 	         0.61 	        -0.18 
         4678 	        8.576 	         0.30 	        -4.12 	         8.27 	        -1.08 	         0.42 	        -0.17 
         4679 	        8.592 	        -0.06 	        -4.77 	         8.91 	        -1.03 	         0.29 	        -0.15 
         4680 	        8.608 	         0.01 	        -5.11 	         9.00 	        -1.09 	         0.31 	        -0.19 
         4681 	        8.624 	        -0.01 	        -5.08 	         8.70 	        -1.19 	         0.34 	        -0.20 
         4682 	        8.640 	        -0.15 	        -5.63 	         9.14 	        -1.31 	         0.39 	        -0.27 
         4683 	        8.656 	        -0.29 	        -4.99 	         8.74 	        -1.68 	         0.62 	        -0.32 
         4684 	        8.672 	         1.66 	        -5.75 	        13.60 	        -1.86 	         1.31 	        -0.35 
         4685 	        8.688 	        -0.46 	        -5.52 	         8.10 	        -1.05 	         0.36 	        -0.25 
         4686 	        8.704 	         0.25 	        -5.89 	         7.75 	        -1.07 	         0.32 	        -0.24 
         4687 	        8.720 	        -0.03 	        -5.99 	         7.93 	        -1.14 	         0.38 	        -0.20 
         4688 	        8.736 	        -0.51 	        -6.87 	         8.04 	        -1.36 	         0.41 	        -0.23 
         4689 	        8.752 	         0.12 	        -5.73 	         7.18 	        -1.45 	         0.46 	        -0.24 
         4690 	        8.768 	        -0.14 	        -5.52 	         6.72 	        -1.25 	         0.41 	        -0.17 
         4691 	        8.784 	        -0.09 	        -6.26 	         6.86 	        -0.98 	         0.45 	        -0.15 
         4692 	        8.800 	        -0.72 	        -6.50 	         6.93 	        -1.16 	         0.38 	        -0.01 
         4693 	        8.816 	        -0.73 	        -7.04 	         7.60 	        -1.04 	         0.19 	        -0.13 
         4694 	        8.832 	        -0.49 	        -7.15 	         7.41 	        -1.20 	         0.27 	        -0.19 
         4695 	        8.848 	         0.61 	        -8.03 	         9.72 	        -1.43 	         0.49 	        -0.33 
         4696 	        8.864 	        -0.22 	        -7.04 	         6.68 	        -1.32 	         0.43 	        -0.19 
         4697 	        8.880 	        -0.16 	        -7.61 	         6.58 	        -1.50 	         0.38 	        -0.24 
         4698 	        8.896 	         0.36 	        -8.44 	         5.43 	        -1.93 	         0.59 	        -0.17 
         4699 	        8.912 	        -0.31 	        -8.41 	         2.98 	        -2.09 	         0.60 	        -0.11 
         4700 	        8.928 	        -0.42 	        -8.30 	         7.71 	        -1.38 	         0.22 	        -0.28 
         4701 	        8.944 	        -0.65 	        -8.74 	         7.55 	        -1.61 	         0.26 	        -0.31 
         4702 	        8.960 	        -0.03 	        -7.76 	         4.94 	        -1.40 	         0.11 	        -0.20 
         4703 	        8.976 	        -0.31 	        -7.85 	         3.72 	        -1.28 	         0.19 	        -0.19 
         4704 	        8.992 	        -0.41 	        -8.15 	         3.93 	        -1.02 	         0.26 	        -0.20 
         4705 	        9.008 	        -0.07 	        -7.99 	         4.16 	        -0.92 	         0.17 	        -0.22 
         4706 	        9.024 	        -0.14 	        -8.74 	         4.53 	        -0.88 	         0.20 	        -0.11 
         4707 	        9.040 	        -0.39 	        -8.61 	         4.46 	        -1.04 	         0.14 	        -0.10 
         4708 	        9.056 	        -0.39 	        -8.51 	         4.17 	        -1.02 	         0.20 	        -0.13 
         4709 	        9.072 	        -0.39 	        -8.61 	         4.09 	        -1.01 	         0.20 	        -0.16 
         4710 	        9.088 	        -0.13 	        -8.54 	         3.89 	        -1.01 	         0.10 	        -0.20 
         4711 	        9.104 	         0.02 	        -8.52 	         3.15 	        -0.84 	         0.07 	        -0.17 
         4712 	        9.120 	         0.10 	        -8.62 	         2.82 	        -0.60 	         0.05 	        -0.14 
         4713 	        9.136 	        -0.37 	        -9.47 	         4.29 	        -0.51 	         0.10 	         0.01 
         4714 	        9.152 	        -0.32 	        -8.93 	         3.94 	        -0.58 	         0.17 	        -0.01 
         4715 	        9.168 	        -0.25 	        -9.35 	         4.19 	        -0.64 	         0.12 	        -0.03 
         4716 	        9.184 	        -0.45 	        -8.98 	         3.83 	        -0.80 	         0.11 	        -0.06 
         4717 	        9.200 	        -0.36 	        -8.83 	         3.42 	        -0.85 	         0.11 	        -0.17 
         4718 	        9.216 	         0.16 	        -8.85 	         2.58 	        -0.78 	         0.13 	        -0.20 
         4719 	        9.232 	        -0.08 	        -8.99 	         2.73 	        -0.63 	         0.09 	        -0.18 
         4720 	        9.248 	         0.03 	        -9.43 	         2.86 	        -0.49 	         0.09 	        -0.13 
         4721 	        9.264 	        -0.15 	        -9.41 	         3.07 	        -0.49 	         0.16 	        -0.03 
         4722 	        9.280 	        -0.36 	        -9.35 	         3.34 	        -0.56 	         0.20 	        -0.03 
         4723 	        9.296 	        -0.10 	        -9.06 	         2.70 	        -0.60 	         0.07 	        -0.06 
         4724 	        9.312 	         0.09 	        -9.19 	         2.36 	        -0.51 	        -0.03 	        -0.07 
         4725 	        9.328 	        -0.11 	        -9.30 	         2.41 	        -0.44 	        -0.05 	        -0.03 
         4726 	        9.344 	        -0.19 	        -9.35 	         2.57 	        -0.41 	        -0.01 	        -0.05 
         4727 	        9.360 	        -0.25 	        -9.48 	         2.91 	        -0.39 	         0.05 	        -0.07 
         4728 	        9.376 	         0.00 	        -9.53 	         2.40 	        -0.41 	         0.08 	        -0.10 
         4729 	        9.392 	         0.03 	        -9.20 	         2.07 	        -0.43 	         0.11 	        -0.09 
         4730 	        9.408 	         0.04 	        -9.26 	         1.87 	        -0.33 	         0.03 	        -0.10 
         4731 	        9.424 	         0.25 	        -9.02 	         1.09 	        -0.15 	        -0.01 	        -0.09 
         4732 	        9.440 	         0.39 	        -9.39 	         1.39 	         0.07 	        -0.04 	        -0.05 
         4733 	        9.456 	        -0.10 	        -9.46 	         1.92 	         0.19 	         0.00 	         0.03 
         4734 	        9.472 	        -0.07 	        -9.45 	         1.84 	         0.31 	         0.03 	         0.04 
         4735 	        9.488 	        -0.17 	        -9.38 	         1.86 	         0.54 	         0.03 	         0.04 
         4736 	        9.504 	         0.01 	        -9.29 	         1.47 	         0.79 	        -0.02 	         0.06 
         4737 	        9.520 	         0.12 	        -8.89 	         1.12 	         1.18 	        -0.14 	         0.06 
         4738 	        9.536 	         0.45 	        -8.85 	         0.70 	         1.70 	        -0.25 	         0.11 
         4739 	        9.552 	         0.38 	        -8.40 	         1.02 	         2.26 	        -0.33 	         0.22 
         4740 	        9.568 	         0.38 	        -8.29 	         1.36 	         2.82 	        -0.43 	         0.32 
         4741 	        9.584 	         0.16 	        -8.08 	         2.61 	         3.31 	        -0.56 	         0.42 
         4742 	        9.600 	        -0.03 	        -7.71 	         3.59 	         3.66 	        -0.69 	         0.47 
         4743 	        9.616 	        -0.23 	        -7.81 	         5.33 	         3.84 	        -0.77 	         0.51 
         4744 	        9.632 	        -0.52 	        -7.25 	         6.10 	         3.84 	        -0.81 	         0.47 
         4745 	        9.648 	         0.31 	        -7.39 	         5.71 	         4.02 	        -0.95 	         0.36 
         4746 	        9.664 	         0.60 	        -5.96 	         4.89 	         3.79 	        -0.98 	         0.58 
         4747 	        9.680 	        -0.08 	        -4.92 	         7.42 	         3.83 	        -0.97 	         0.39 
         4748 	        9.696 	        -0.19 	        -6.06 	         9.91 	         3.47 	        -0.79 	         0.18 
         4749 	        9.712 	        -0.13 	        -5.90 	         9.50 	         3.06 	        -0.67 	         0.12 
         4750 	        9.728 	         0.59 	        -3.54 	         8.10 	         3.14 	        -0.66 	         0.24 
         4751 	        9.744 	         0.75 	        -4.07 	         7.87 	         3.39 	        -0.84 	         0.34 
         4752 	        9.760 	         0.65 	        -3.92 	         8.46 	         3.49 	        -0.85 	         0.43 
         4753 	        9.776 	         0.17 	        -3.83 	         9.61 	         3.36 	        -0.74 	         0.42 
         4754 	        9.792 	         0.73 	        -2.80 	         9.04 	         3.21 	        -0.64 	         0.42 
         4755 	        9.808 	         0.92 	        -2.23 	         8.83 	         3.26 	        -0.64 	         0.50 
         4756 	        9.824 	         0.58 	        -2.16 	         9.36 	         3.31 	        -0.62 	         0.62 
         4757 	        9.840 	        -0.26 	        -2.95 	        10.60 	         3.15 	        -0.50 	         0.61 
         4758 	        9.856 	        -0.37 	        -2.99 	        11.18 	         2.64 	        -0.42 	         0.45 
         4759 	        9.872 	         0.40 	        -2.25 	        11.16 	         2.06 	        -0.31 	         0.22 
         4760 	        9.888 	         0.95 	        -1.00 	        10.21 	         1.77 	        -0.22 	         0.11 
         4761 	        9.904 	         4.74 	         0.71 	        14.89 	         1.78 	         0.18 	        -0.45 
         4762 	        9.920 	         1.85 	        -0.62 	        10.11 	         0.73 	        -0.21 	        -0.31 
         4763 	        9.936 	         0.35 	        -0.62 	        10.03 	         0.58 	        -0.54 	        -0.15 
         4764 	        9.952 	         1.41 	        -0.06 	         7.86 	         0.04 	         0.14 	         0.05 
         4765 	        9.968 	         0.88 	         3.21 	         8.22 	         0.56 	        -0.12 	         0.02 
         4766 	        9.984 	         0.36 	        -0.10 	         9.83 	         0.69 	         0.03 	         0.21 
         4767 	       10.000 	         1.74 	        -0.17 	        10.38 	         0.71 	        -0.02 	         0.15 
         4768 	       10.016 	         0.58 	        -0.58 	         9.92 	         0.53 	         0.09 	         0.06 
         4769 	       10.032 	         1.86 	        -0.23 	        10.72 	         0.43 	         0.05 	         0.07 
         4770 	       10.048 	         1.05 	         0.10 	        10.03 	         0.28 	         0.14 	        -0.01 
         4771 	       10.064 	         1.01 	         0.13 	         9.62 	         0.26 	         0.08 	        -0.00 
         4772 	       10.080 	         0.74 	         0.12 	        11.36 	         0.05 	         0.25 	         0.00 
         4773 	       10.096 	         1.02 	         0.09 	         9.76 	         0.00 	         0.23 	         0.00 
         4774 	       10.112 	         0.94 	         0.20 	         9.78 	         0.01 	         0.21 	         0.01 
         4775 	       10.128 	         0.91 	         0.18 	         9.78 	         0.02 	         0.17 	         0.01 
         4776 	       10.144 	         1.27 	         0.59 	         9.57 	         0.03 	         0.18 	         0.04 
         4777 	       10.160 	         0.92 	         0.14 	         9.60 	         0.07 	         0.19 	         0.02 
         4778 	       10.176 	         0.88 	         0.10 	         9.63 	         0.13 	         0.20 	         0.01 
         4779 	       10.192 	         0.79 	         0.15 	         9.59 	         0.21 	         0.23 	        -0.00 
         4780 	       10.208 	         0.77 	         0.08 	         9.50 	         0.37 	         0.32 	         0.01 
         4781 	       10.224 	         0.75 	         0.14 	         9.87 	         0.49 	         0.30 	        -0.01 
         4782 	       10.240 	         0.51 	         0.48 	         9.66 	         0.50 	         0.10 	        -0.01 
         4783 	       10.256 	        -0.33 	        -0.86 	        11.31 	         1.12 	        -0.46 	        -0.42 
         4784 	       10.272 	         0.84 	        -0.93 	        10.73 	         0.09 	        -0.42 	        -0.55 
         4785 	       10.288 	         0.96 	         0.78 	        12.07 	        -0.14 	        -0.17 	        -0.84 
         4786 	       10.304 	         0.92 	         0.61 	        10.49 	        -0.38 	        -0.22 	        -0.85 
         4787 	       10.320 	         0.82 	         1.60 	         9.49 	        -0.22 	        -0.25 	        -1.22 
         4788 	       10.336 	         0.76 	         2.03 	         9.85 	         0.71 	        -0.70 	        -0.42 
         4789 	       10.352 	         2.39 	         1.88 	         8.25 	         0.86 	        -0.68 	         0.85 
         4790 	       10.368 	         1.32 	         1.35 	         9.19 	         1.03 	        -0.62 	         0.08 
         4791 	       10.384 	         1.55 	         0.16 	         9.99 	         0.68 	        -0.64 	         0.01 
         4792 	       10.400 	         1.44 	         0.60 	         9.92 	         0.50 	        -1.18 	        -0.08 
         4793 	       10.416 	         1.79 	         0.87 	         8.91 	         0.41 	        -1.05 	        -0.14 
         4794 	       10.432 	         2.15 	        -0.18 	         6.46 	         0.19 	        -0.62 	        -0.33 
         4795 	       10.448 	         0.42 	         2.66 	         8.37 	         0.90 	        -0.20 	        -0.23 
         4796 	       10.464 	         1.82 	         1.67 	         8.85 	         1.29 	         0.01 	        -0.49 
         4797 	       10.480 	         1.16 	         1.58 	         8.71 	         1.39 	         0.28 	        -0.62 
         4798 	       10.496 	         1.68 	         1.40 	         7.76 	         1.50 	         0.43 	        -0.77 
         4799 	       10.512 	         1.36 	         2.50 	         8.59 	         1.59 	         0.49 	        -0.74 
         4800 	       10.528 	         0.04 	         2.98 	         9.89 	         1.53 	         0.46 	        -0.37 
         4801 	       10.544 	        -0.54 	         1.45 	         8.95 	         1.98 	        -0.20 	        -0.50 
         4802 	       10.560 	         0.91 	         2.63 	         8.93 	         1.95 	         0.13 	        -0.87 
         4803 	       10.576 	         2.24 	         3.53 	         8.87 	         2.00 	        -0.02 	        -0.77 
         4804 	       10.592 	         1.63 	         3.83 	         8.37 	         1.98 	        -0.02 	        -0.62 
         4805 	       10.608 	         0.48 	         4.19 	         8.23 	         1.90 	         0.33 	        -0.66 
         4806 	       10.624 	         0.90 	         4.87 	         7.74 	         1.96 	         0.40 	        -0.55 
         4807 	       10.640 	         1.67 	         4.56 	         7.76 	         2.42 	         0.40 	        -0.35 
         4808 	       10.656 	         1.11 	         5.26 	         7.99 	         2.84 	         0.46 	        -0.23 
         4809 	       10.672 	        -0.08 	         5.21 	         7.58 	         3.38 	         0.59 	        -0.34 
         4810 	       10.688 	         0.62 	         5.90 	         7.12 	         4.11 	         0.86 	        -0.70 
         4811 	       10.704 	         3.55 	         8.37 	         3.78 	         6.59 	         1.50 	        -1.03 
         4812 	       10.720 	         0.95 	        10.11 	         3.92 	         7.73 	         2.30 	        -0.34 
         4813 	       10.736 	         0.70 	        11.21 	         3.98 	         8.21 	         3.97 	         0.49 
         4814 	       10.752 	         0.41 	        11.00 	         3.86 	         6.12 	         4.26 	         1.55 
         4815 	       10.768 	        -3.99 	        10.72 	        20.95 	         6.59 	         5.17 	         0.77 
         4816 	       10.784 	        -0.28 	         7.82 	         6.74 	         0.22 	         1.29 	         0.89 
         4817 	       10.800 	        -1.05 	        10.17 	         4.41 	         0.34 	        -0.47 	         0.34 
         4818 	       10.816 	        -0.55 	         9.73 	         1.87 	         0.49 	        -1.02 	         0.33 
         4819 	       10.832 	        -0.35 	         9.87 	         1.65 	         0.59 	        -0.31 	         0.34 
         4820 	       10.848 	        -0.63 	         9.88 	         2.36 	         0.77 	         0.48 	         0.39 
         4821 	       10.864 	         0.54 	         9.99 	         2.15 	         0.90 	         0.82 	         0.47 
         4822 	       10.880 	        -0.30 	         9.32 	         2.36 	         0.97 	         0.89 	         0.47 
         4823 	       10.896 	        -0.19 	         9.03 	         3.07 	         0.95 	         0.83 	         0.46 
         4824 	       10.912 	        -0.02 	         9.21 	         2.22 	         0.81 	         0.68 	         0.31 
         4825 	       10.928 	        -0.07 	         9.43 	         1.64 	         0.96 	         0.54 	         0.38 
         4826 	       10.944 	         0.65 	         9.27 	         1.34 	         0.98 	         0.61 	         0.20 
         4827 	       10.960 	         0.28 	         9.61 	         1.38 	         1.10 	         0.90 	         0.23 
         4828 	       10.976 	        -0.28 	         9.59 	         1.34 	         1.20 	         1.38 	         0.21 
         4829 	       10.992 	         0.03 	         9.58 	         1.68 	         1.25 	         1.40 	         0.22 
         4830 	       11.008 	         0.28 	         9.20 	         1.64 	         1.30 	         1.16 	         0.29 
         4831 	       11.024 	        -0.01 	         9.10 	         2.73 	         1.23 	         1.02 	         0.42 
         4832 	       11.040 	        -0.21 	         8.46 	         4.10 	         0.90 	         1.05 	         0.45 
         4833 	       11.056 	         0.00 	        10.97 	         0.53 	         1.38 	         1.63 	         0.17 
